x1,y1,x2,y2
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
440000,10600000,440000,10600000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
16120000,9587000,16120000,9587000
16120000,9587000,16120000,9587000
16120000,9587000,16120000,9587000
16120000,9587000,16120000,9587000
16120000,9587000,16120000,9587000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
22600000,9640000,22600000,9640000
22600000,9640000,22600000,9640000
22600000,9640000,22600000,9640000
22600000,9640000,22600000,9640000
22600000,9640000,22600000,9640000
22600000,9640000,22600000,9640000
22600000,9640000,22600000,9640000
22600000,9640000,22600000,9640000
22600000,9640000,22600000,9640000
22600000,9640000,22600000,9640000
22600000,9640000,22600000,9640000
22600000,9640000,22600000,9640000
22600000,11240000,22600000,11240000
22600000,9640000,22600000,9640000
22600000,9640000,22600000,9640000
22600000,9640000,22600000,9640000
10600000,20518000,10600000,20518000
10600000,20518000,10600000,20518000
10600000,20518000,10600000,20518000
10600000,20518000,10600000,20518000
12600000,20518000,12600000,20518000
12200000,20518000,12200000,20518000
12600000,20518000,12600000,20518000
11400000,20518000,11400000,20518000
11400000,20518000,11400000,20518000
11400000,20518000,11400000,20518000
11400000,20518000,11400000,20518000
11400000,20518000,11400000,20518000
10600000,272048,10600000,272048
10600000,272048,10600000,272048
10600000,272048,10600000,272048
10600000,272048,10600000,272048
10600000,272048,10600000,272048
10600000,272048,10600000,272048
10600000,272048,10600000,272048
10600000,272048,10600000,272048
10600000,272048,10600000,272048
10600000,272048,10600000,272048
10600000,272048,10600000,272048
10600000,272048,10600000,272048
10600000,272048,10600000,272048
440000,10600000,440000,10600000
440000,10600000,440000,10600000
440000,10600000,440000,10600000
440000,10600000,440000,10600000
440000,10600000,440000,10600000
440000,10600000,440000,10600000
440000,10600000,440000,10600000
440000,10600000,440000,10600000
440000,10600000,440000,10600000
440000,10600000,440000,10600000
440000,10600000,440000,10600000
440000,10600000,440000,10600000
600000,9640000,600000,9640000
440000,10600000,440000,10600000
440000,10280000,440000,10280000
440000,10600000,440000,10600000
440000,10600000,440000,10600000
440000,10600000,440000,10600000
440000,10600000,440000,10600000
440000,10600000,440000,10600000
440000,10600000,440000,10600000
600000,9640000,600000,9640000
600000,9640000,600000,9640000
600000,9640000,600000,9640000
600000,9640000,600000,9640000
7960000,8920000,7960000,8920000
7960000,8920000,7960000,8920000
200000,9400000,200000,9400000
200000,9400000,505000,9400000
200000,9400000,200000,9400000
200000,9400000,505000,9400000
200000,9400000,200000,9400000
200000,9400000,505000,9400000
200000,9400000,200000,9400000
200000,9400000,505000,9400000
200000,9400000,200000,9400000
200000,9400000,505000,9400000
200000,9400000,200000,9400000
200000,9400000,505000,9400000
200000,9400000,200000,9400000
200000,9400000,505000,9400000
200000,9400000,200000,9400000
200000,9400000,505000,9400000
200000,9400000,200000,9400000
200000,9400000,505000,9400000
200000,9400000,200000,9400000
200000,9400000,505000,9400000
200000,9400000,200000,9400000
200000,9400000,505000,9400000
200000,9400000,200000,9400000
200000,9400000,505000,9400000
200000,9400000,200000,9400000
200000,9400000,505000,9400000
200000,9400000,200000,9400000
200000,9400000,505000,9400000
200000,9400000,200000,9400000
200000,9400000,505000,9400000
200000,9400000,200000,9400000
200000,9400000,505000,9400000
200000,9400000,200000,9400000
200000,9400000,505000,9400000
200000,9400000,200000,9400000
200000,9400000,505000,9400000
200000,9400000,200000,9400000
200000,9400000,505000,9400000
200000,9400000,200000,9400000
200000,9400000,505000,9400000
200000,6600000,200000,6600000
200000,6600000,505000,6600000
200000,6600000,200000,6600000
200000,6600000,505000,6600000
200000,6600000,200000,6600000
200000,6600000,505000,6600000
200000,6600000,200000,6600000
200000,6600000,505000,6600000
200000,6600000,200000,6600000
200000,6600000,505000,6600000
200000,6600000,200000,6600000
200000,6600000,505000,6600000
200000,6600000,200000,6600000
200000,6600000,505000,6600000
200000,6600000,200000,6600000
200000,6600000,505000,6600000
200000,6600000,200000,6600000
200000,6600000,505000,6600000
200000,6600000,200000,6600000
200000,6600000,505000,6600000
200000,6600000,200000,6600000
200000,6600000,505000,6600000
200000,6600000,200000,6600000
200000,6600000,505000,6600000
200000,6600000,200000,6600000
200000,6600000,505000,6600000
200000,6600000,200000,6600000
200000,6600000,505000,6600000
200000,6600000,200000,6600000
200000,6600000,505000,6600000
200000,6600000,200000,6600000
200000,6600000,505000,6600000
200000,6600000,200000,6600000
200000,6600000,505000,6600000
200000,6600000,200000,6600000
200000,6600000,505000,6600000
200000,6600000,200000,6600000
200000,6600000,505000,6600000
200000,6600000,200000,6600000
200000,6600000,505000,6600000
200000,8040000,200000,8040000
200000,8040000,507000,8040000
200000,8040000,200000,8040000
200000,8040000,507000,8040000
200000,8040000,200000,8040000
200000,8040000,507000,8040000
200000,8040000,200000,8040000
200000,8040000,507000,8040000
200000,8040000,200000,8040000
200000,8040000,507000,8040000
200000,8040000,200000,8040000
200000,8040000,507000,8040000
200000,8040000,200000,8040000
200000,8040000,507000,8040000
200000,8040000,200000,8040000
200000,8040000,507000,8040000
200000,8040000,200000,8040000
200000,8040000,507000,8040000
200000,8040000,200000,8040000
200000,8040000,507000,8040000
200000,8040000,200000,8040000
200000,8040000,507000,8040000
200000,8040000,200000,8040000
200000,8040000,507000,8040000
200000,8040000,200000,8040000
200000,8040000,507000,8040000
200000,8040000,200000,8040000
200000,8040000,507000,8040000
200000,8040000,200000,8040000
200000,8040000,507000,8040000
200000,8040000,200000,8040000
200000,8040000,507000,8040000
200000,8040000,200000,8040000
200000,8040000,507000,8040000
200000,8040000,200000,8040000
200000,8040000,507000,8040000
200000,8040000,200000,8040000
200000,8040000,507000,8040000
200000,8040000,200000,8040000
200000,8040000,507000,8040000
440000,10280000,440000,10600000
440000,10600000,440000,10600000
440000,10280000,440000,10600000
440000,10600000,440000,10600000
11560000,119998,11560000,439998
11560000,439998,11560000,439998
11560000,119998,11560000,439998
11560000,439998,11560000,439998
440000,10600000,440000,10280000
440000,10280000,440000,10280000
440000,10600000,440000,10280000
440000,10280000,440000,10280000
440000,10600000,440000,10280000
440000,10280000,440000,10280000
440000,10600000,440000,10280000
440000,10280000,440000,10280000
440000,10600000,440000,10280000
440000,10280000,440000,10280000
440000,10600000,440000,10280000
440000,10280000,440000,10280000
440000,10600000,440000,10280000
440000,10280000,440000,10280000
440000,10280000,440000,10600000
440000,10600000,440000,10600000
10600000,272048,10600000,317000
10600000,317000,10958000,317000
10958000,317000,10958000,596944
10958000,596944,10600000,596944
15640000,9587000,15640000,9587000
15640000,9587000,16120000,9587000
15640000,9587000,15640000,9587000
15640000,9587000,16120000,9587000
15640000,9587000,15640000,9587000
15640000,9587000,16120000,9587000
2040000,439998,2040000,440000
2040000,440000,1400000,440000
2040000,439998,2040000,440000
2040000,440000,1400000,440000
2040000,439998,2040000,440000
2040000,440000,1400000,440000
2040000,439998,2040000,440000
2040000,440000,1400000,440000
2040000,439998,2040000,440000
2040000,440000,1400000,440000
2040000,439998,2040000,440000
2040000,440000,1400000,440000
2040000,439998,2040000,440000
2040000,440000,1400000,440000
2040000,439998,2040000,440000
2040000,440000,1400000,440000
2040000,439998,2040000,440000
2040000,440000,1400000,440000
2040000,439998,2040000,440000
2040000,440000,1400000,440000
2040000,439998,2040000,440000
2040000,440000,1400000,440000
22600000,9640000,22600000,10440000
22600000,10440000,22600000,10440000
22600000,10440000,22600000,9640000
22600000,9640000,22600000,9640000
22600000,11240000,22600000,10440000
22600000,10440000,22600000,10440000
22600000,11240000,22600000,10440000
22600000,10440000,22600000,10440000
10600000,20518000,10600000,20518000
10600000,20518000,11400000,20518000
10600000,20518000,10600000,20518000
10600000,20518000,11400000,20518000
12200000,20518000,12200000,20518000
12200000,20518000,11400000,20518000
12200000,20518000,12200000,20518000
12200000,20518000,11400000,20518000
12200000,20518000,12200000,20518000
12200000,20518000,11400000,20518000
12200000,20518000,12200000,20518000
12200000,20518000,12200000,20518000
12200000,20518000,11400000,20518000
11400000,20518000,11400000,20518000
11400000,20518000,12200000,20518000
10600000,596944,10600000,596944
10600000,596944,11480000,596944
120000,10760000,120000,11720000
120000,11720000,120000,11720000
120000,10760000,120000,11720000
120000,11720000,120000,11720000
22760000,8120000,22760000,7080000
22760000,7080000,22760000,7080000
22760000,7080000,22760000,8120000
22760000,8120000,22760000,8120000
12600000,20518000,12600000,20518000
12600000,20518000,11400000,20518000
12600000,20518000,12600000,20518000
12600000,20518000,11400000,20518000
12600000,20518000,12600000,20518000
12600000,20518000,11400000,20518000
11400000,20518000,11400000,20518000
11400000,20518000,11400000,20518000
11400000,20518000,12600000,20518000
11400000,20518000,11400000,20518000
11400000,20518000,12600000,20518000
11400000,20518000,11400000,20518000
11400000,20518000,11400000,20518000
11400000,20518000,12200000,20518000
11400000,20518000,11400000,20518000
11400000,20518000,12600000,20518000
11400000,20518000,11400000,20518000
11400000,20518000,11400000,20518000
11400000,20518000,12200000,20518000
11400000,20518000,11400000,20518000
11400000,20518000,12600000,20518000
11400000,20518000,11400000,20518000
11400000,20518000,11400000,20518000
11400000,20518000,12600000,20518000
11400000,20518000,11400000,20518000
11400000,20518000,12600000,20518000
11400000,20518000,11400000,20518000
11400000,20518000,12200000,20518000
11400000,20518000,11400000,20518000
11400000,20518000,12600000,20518000
13240000,20679998,13240000,20679998
13240000,20679998,14520000,20679998
13240000,20679998,13240000,20679998
13240000,20679998,14520000,20679998
22760000,10520000,22760000,9160000
22760000,9160000,22760000,9160000
22760000,9160000,22760000,10520000
22760000,10520000,22760000,10520000
11880000,20679998,11880000,20679998
11880000,20679998,13240000,20679998
120000,13160000,120000,14600000
120000,14600000,120000,14600000
120000,13160000,120000,14600000
120000,14600000,120000,14600000
120000,13160000,120000,14600000
120000,14600000,120000,14600000
120000,13160000,120000,14600000
120000,14600000,120000,14600000
22600000,11240000,22600000,9640000
22600000,9640000,22600000,9640000
22760000,2200000,22760000,600000
22760000,600000,22760000,600000
22760000,2200000,22760000,600000
22760000,600000,22760000,600000
22760000,2200000,22760000,600000
22760000,600000,22760000,600000
22760000,2200000,22760000,600000
22760000,600000,22760000,600000
22760000,2200000,22760000,600000
22760000,600000,22760000,600000
22760000,2200000,22760000,600000
22760000,600000,22760000,600000
22760000,2200000,22760000,600000
22760000,600000,22760000,600000
22600000,11240000,22600000,9640000
22600000,9640000,22600000,9640000
22600000,9640000,22600000,9640000
22600000,9640000,22600000,11240000
22600000,11240000,22600000,11240000
22600000,9640000,22600000,10440000
22600000,10440000,22600000,10440000
22600000,9640000,22600000,11240000
22600000,11240000,22600000,11240000
22600000,9640000,22600000,9640000
22600000,9640000,22600000,10440000
22600000,10440000,22600000,10440000
22600000,9640000,22600000,11240000
